state,lga,date,active_subs,new_subs,churned_subs,arpu_daily_ngn,total_revenue_ngn,data_revenue_ngn,voice_revenue_ngn,vas_revenue_ngn,data_usage_gb,voice_minutes,avg_drop_call_rate,avg_congestion_pct,avg_download_speed,avg_upload_speed,avg_mos_score,avg_call_setup_success,total_data_traffic_tb,total_voice_erlangs,total_monthly_opex,site_count,lga_population,income_index,urban_flag,poi_markets,poi_motor_parks,poi_hospitals,poi_schools,poi_total,road_density_km,penetration_rate,daily_revenue_per_site,daily_opex_per_site,site_profit_proxy,arpu_monthly_est,qoe_below_threshold,subs_7d_change,arpu_7d_change,churn_risk_flag,whitespace_flag
Anambra,Awka South,2026-03-16,355486,1028,474,127.82,45438108.02,21552802.1,18398043.23,5487262.68,164960.82,1339419.17,0.0212,0.2313,14.544,4.31,3.906,0.9661,1.0289,108.2,5112902,5,480000,61,1,61,7,10,30,108,413.4,0.7406,9087621.6,34086.01,9053535.59,3834.6,1,0.0044,0.1729,0,0
Anambra,Awka South,2026-03-17,354592,568,725,145.47,51582675.36,24034076.12,22060595.04,5488004.2,150248.55,1334004.6,0.0218,0.2219,17.044,5.752,3.942,0.9651,0.718,142.28,5112902,5,480000,61,1,61,7,10,30,108,413.4,0.7387,10316535.07,34086.01,10282449.06,4364.1,1,0.0091,0.0205,0,0
Anambra,Awka South,2026-03-18,353799,704,309,130.22,46070795.26,21057754.28,18942266.08,6070774.9,156844.94,945082.59,0.0214,0.2388,18.598,6.002,3.954,0.9657,0.802,131.59,5112902,5,480000,61,1,61,7,10,30,108,413.4,0.7371,9214159.05,34086.01,9180073.04,3906.6,1,0.006,-0.1159,0,0
Anambra,Awka South,2026-03-19,355238,644,525,119.54,42464298.91,18084421.42,17729435.73,6650441.76,155514.56,926007.26,0.0232,0.1967,16.656,5.086,3.934,0.9629,1.4835,157.4,5112902,5,480000,61,1,61,7,10,30,108,413.4,0.7401,8492859.78,34086.01,8458773.77,3586.2,1,0.0039,-0.4366,0,0
Anambra,Awka South,2026-03-20,355470,821,574,77.01,27375335.06,12940829.59,11558992.35,2875513.13,148048.09,1766112.91,0.0267,0.1868,18.318,5.94,3.858,0.9572,1.1052,131.11,5112902,5,480000,61,1,61,7,10,30,108,413.4,0.7406,5475067.01,34086.01,5440981.0,2310.3,1,0.0072,-0.3305,0,0
Anambra,Awka South,2026-03-21,354036,609,474,136.44,48305526.78,22629106.59,20984086.32,4692333.87,123071.76,1340567.63,0.0196,0.2199,17.212,5.39,4.026,0.9686,0.8844,115.4,5112902,5,480000,61,1,61,7,10,30,108,413.4,0.7376,9661105.36,34086.01,9627019.35,4093.2,0,-0.0018,-0.1514,0,0
Anambra,Awka South,2026-03-22,356157,869,720,132.72,47270599.2,20409020.33,18635412.21,8226166.66,118003.69,1724854.74,0.0134,0.1452,15.804,5.18,4.354,0.9785,1.2117,132.57,5112902,5,480000,61,1,61,7,10,30,108,413.4,0.742,9454119.84,34086.01,9420033.83,3981.6,0,0.0113,-0.09,0,0
Anambra,Awka South,2026-03-23,354143,920,646,78.58,27828952.31,13191943.32,11718995.06,2918013.93,113279.83,1776814.18,0.02,0.2365,20.074,5.99,4.034,0.968,0.5316,122.67,5112902,5,480000,61,1,61,7,10,30,108,413.4,0.7378,5565790.46,34086.01,5531704.45,2357.4,0,-0.0038,-0.3852,0,0
Anambra,Awka South,2026-03-24,354340,1208,754,202.7,71824918.96,33217628.3,29436982.2,9170308.46,69573.12,945169.4,0.022,0.2619,17.314,5.548,3.872,0.9648,1.0183,131.57999999999998,5112902,5,480000,61,1,61,7,10,30,108,413.4,0.7382,14364983.79,34086.01,14330897.78,6081.0,1,-0.0007,0.3934,0,0
Anambra,Awka South,2026-03-25,356582,727,428,166.75,59461023.92,25550739.47,25022893.21,8887391.24,116999.52,1793431.61,0.0201,0.1928,19.312,5.912,4.096,0.9678,0.9755,150.75,5112902,5,480000,61,1,61,7,10,30,108,413.4,0.7429,11892204.78,34086.01,11858118.77,5002.5,1,0.0079,0.2805,0,0
Anambra,Awka South,2026-03-26,354335,743,404,173.32,61411924.75,27585392.87,25297005.07,8529526.81,167228.52,1613424.08,0.0217,0.2194,16.508,5.162,3.944,0.9654,0.9585,136.65,5112902,5,480000,61,1,61,7,10,30,108,413.4,0.7382,12282384.95,34086.01,12248298.94,5199.6,1,-0.0025,0.4499,0,0
Anambra,Awka South,2026-03-27,356382,856,595,170.85,60888988.15,29170165.2,26280103.47,5438719.49,87183.26,1243461.74,0.024,0.2442,19.928,5.556,3.878,0.9616,1.0172,144.62,5112902,5,480000,61,1,61,7,10,30,108,413.4,0.7425,12177797.63,34086.01,12143711.62,5125.5,1,0.0026,1.2185,0,0
Anambra,Awka South,2026-03-28,354083,879,521,73.81,26135936.95,11655999.31,10726487.21,3753450.43,102975.02,886049.0,0.0242,0.1684,19.65,6.366,4.002,0.9612,0.5143,127.77000000000001,5112902,5,480000,61,1,61,7,10,30,108,413.4,0.7377,5227187.39,34086.01,5193101.38,2214.3,1,0.0001,-0.459,0,0
Anambra,Awka South,2026-03-29,356058,609,676,116.76,41571586.93,19277468.26,16216037.81,6078080.87,117293.08,1653894.55,0.0207,0.1424,19.52,6.362,4.17,0.9668,0.5634,118.78999999999999,5112902,5,480000,61,1,61,7,10,30,108,413.4,0.7418,8314317.39,34086.01,8280231.38,3502.8,1,-0.0003,-0.1203,0,0
Anambra,Awka South,2026-03-30,355221,1177,351,161.69,57435938.47,25596226.53,23483070.51,8356641.42,208233.26,966692.8,0.0154,0.2118,17.72,5.298,4.196,0.9753,1.3076,155.9,5112902,5,480000,61,1,61,7,10,30,108,413.4,0.74,11487187.69,34086.01,11453101.68,4850.7,0,0.003,1.0576,0,0
Anambra,Awka South,2026-03-31,356267,749,761,145.98,52007162.83,24561461.14,21296193.69,6149507.99,148954.06,1084364.93,0.0199,0.2354,15.772,4.796,3.966,0.9683,0.8862000000000001,120.93,5112902,5,480000,61,1,61,7,10,30,108,413.4,0.7422,10401432.57,34086.01,10367346.56,4379.4,0,0.0054,-0.2798,0,0
Anambra,Awka South,2026-04-01,357248,1178,394,175.59,62729733.47,26376715.7,25733076.13,10619941.64,18163.74,1358346.95,0.0191,0.2833,19.394,6.094,3.97,0.9694,0.6962999999999999,182.69,5112902,5,480000,61,1,61,7,10,30,108,413.4,0.7443,12545946.69,34086.01,12511860.68,5267.7,0,0.0019,0.053,0,0
Anambra,Awka South,2026-04-02,356590,555,521,100.37,35791495.6,16508555.0,14542316.33,4740624.28,105267.69,866266.57,0.0193,0.2366,18.816,5.796,4.038,0.9692,1.7288,140.92000000000002,5112902,5,480000,61,1,61,7,10,30,108,413.4,0.7429,7158299.12,34086.01,7124213.11,3011.1,0,0.0064,-0.4209,0,0
Anambra,Awka South,2026-04-03,355101,937,328,147.36,52329431.71,24885791.43,22956470.57,4487169.71,113977.97,1250226.96,0.0211,0.2289,19.706,6.624,4.006,0.9663,1.4618,138.07,5112902,5,480000,61,1,61,7,10,30,108,413.4,0.7398,10465886.34,34086.01,10431800.33,4420.8,1,-0.0036,-0.1375,0,0
